"Bank of Canada, money market and other interest rates 1"
"Frequency: Daily"
"Table: 10-10-0139-01 (formerly CANSIM 176-0048)"
"Release date: 2025-12-01"
"Geography: Canada"
""
""

,"Financial market statistics","Target rate"
"Geography","Reference period"
,,"Percent"
,"May 24, 2012","1.0000"
,"May 25, 2012","1.0000"
,"May 26, 2012",".."
,"May 27, 2012",".."
,"May 28, 2012","1.0000"
,"May 29, 2012","1.0000"
,"May 30, 2012","1.0000"
,"May 31, 2012","1.0000"
,"June 1, 2012","1.0000"
,"June 2, 2012",".."
,"June 3, 2012",".."
,"June 4, 2012","1.0000"
,"June 5, 2012","1.0000"
,"June 6, 2012","1.0000"
,"June 7, 2012","1.0000"
,"June 8, 2012","1.0000"
,"June 9, 2012",".."
,"June 10, 2012",".."
,"June 11, 2012","1.0000"
,"June 12, 2012","1.0000"
,"June 13, 2012","1.0000"
,"June 14, 2012","1.0000"
,"June 15, 2012","1.0000"
,"June 16, 2012",".."
,"June 17, 2012",".."
,"June 18, 2012","1.0000"
,"June 19, 2012","1.0000"
,"June 20, 2012","1.0000"
,"June 21, 2012","1.0000"
,"June 22, 2012","1.0000"
,"June 23, 2012",".."
,"June 24, 2012",".."
,"June 25, 2012","1.0000"
,"June 26, 2012","1.0000"
,"June 27, 2012","1.0000"
,"June 28, 2012","1.0000"
,"June 29, 2012","1.0000"
,"June 30, 2012",".."
,"July 1, 2012",".."
,"July 2, 2012","1.0000"
,"July 3, 2012","1.0000"
,"July 4, 2012","1.0000"
,"July 5, 2012","1.0000"
,"July 6, 2012","1.0000"
,"July 7, 2012",".."
,"July 8, 2012",".."
,"July 9, 2012","1.0000"
,"July 10, 2012","1.0000"
,"July 11, 2012","1.0000"
,"July 12, 2012","1.0000"
,"July 13, 2012","1.0000"
,"July 14, 2012",".."
,"July 15, 2012",".."
,"July 16, 2012","1.0000"
,"July 17, 2012","1.0000"
,"July 18, 2012","1.0000"
,"July 19, 2012","1.0000"
,"July 20, 2012","1.0000"
,"July 21, 2012",".."
,"July 22, 2012",".."
,"July 23, 2012","1.0000"
,"July 24, 2012","1.0000"
,"July 25, 2012","1.0000"
,"July 26, 2012","1.0000"
,"July 27, 2012","1.0000"
,"July 28, 2012",".."
,"July 29, 2012",".."
,"July 30, 2012","1.0000"
,"July 31, 2012","1.0000"
,"August 1, 2012","1.0000"
,"August 2, 2012","1.0000"
,"August 3, 2012","1.0000"
,"August 4, 2012",".."
,"August 5, 2012",".."
,"August 6, 2012","1.0000"
,"August 7, 2012","1.0000"
,"August 8, 2012","1.0000"
,"August 9, 2012","1.0000"
,"August 10, 2012","1.0000"
,"August 11, 2012",".."
,"August 12, 2012",".."
,"August 13, 2012","1.0000"
,"August 14, 2012","1.0000"
,"August 15, 2012","1.0000"
,"August 16, 2012","1.0000"
,"August 17, 2012","1.0000"
,"August 18, 2012",".."
,"August 19, 2012",".."
,"August 20, 2012","1.0000"
,"August 21, 2012","1.0000"
,"August 22, 2012","1.0000"
,"August 23, 2012","1.0000"
,"August 24, 2012","1.0000"
,"August 25, 2012",".."
,"August 26, 2012",".."
,"August 27, 2012","1.0000"
,"August 28, 2012","1.0000"
,"August 29, 2012","1.0000"
,"August 30, 2012","1.0000"
,"August 31, 2012","1.0000"
,"September 1, 2012",".."
,"September 2, 2012",".."
,"September 3, 2012","1.0000"
,"September 4, 2012","1.0000"
,"September 5, 2012","1.0000"
,"September 6, 2012","1.0000"
,"September 7, 2012","1.0000"
,"September 8, 2012",".."
,"September 9, 2012",".."
,"September 10, 2012","1.0000"
,"September 11, 2012","1.0000"
,"September 12, 2012","1.0000"
,"September 13, 2012","1.0000"
,"September 14, 2012","1.0000"
,"September 15, 2012",".."
,"September 16, 2012",".."
,"September 17, 2012","1.0000"
,"September 18, 2012","1.0000"
,"September 19, 2012","1.0000"
,"September 20, 2012","1.0000"
,"September 21, 2012","1.0000"
,"September 22, 2012",".."
,"September 23, 2012",".."
,"September 24, 2012","1.0000"
,"September 25, 2012","1.0000"
,"September 26, 2012","1.0000"
,"September 27, 2012","1.0000"
,"September 28, 2012","1.0000"
,"September 29, 2012",".."
,"September 30, 2012",".."
,"October 1, 2012","1.0000"
,"October 2, 2012","1.0000"
,"October 3, 2012","1.0000"
,"October 4, 2012","1.0000"
,"October 5, 2012","1.0000"
,"October 6, 2012",".."
,"October 7, 2012",".."
,"October 8, 2012","1.0000"
,"October 9, 2012","1.0000"
,"October 10, 2012","1.0000"
,"October 11, 2012","1.0000"
,"October 12, 2012","1.0000"
,"October 13, 2012",".."
,"October 14, 2012",".."
,"October 15, 2012","1.0000"
,"October 16, 2012","1.0000"
,"October 17, 2012","1.0000"
,"October 18, 2012","1.0000"
,"October 19, 2012","1.0000"
,"October 20, 2012",".."
,"October 21, 2012",".."
,"October 22, 2012","1.0000"
,"October 23, 2012","1.0000"
,"October 24, 2012","1.0000"
,"October 25, 2012","1.0000"
,"October 26, 2012","1.0000"
,"October 27, 2012",".."
,"October 28, 2012",".."
,"October 29, 2012","1.0000"
,"October 30, 2012","1.0000"
,"October 31, 2012","1.0000"
,"November 1, 2012","1.0000"
,"November 2, 2012","1.0000"
,"November 3, 2012",".."
,"November 4, 2012",".."
,"November 5, 2012","1.0000"
,"November 6, 2012","1.0000"
,"November 7, 2012","1.0000"
,"November 8, 2012","1.0000"
,"November 9, 2012","1.0000"
,"November 10, 2012",".."
,"November 11, 2012",".."
,"November 12, 2012","1.0000"
,"November 13, 2012","1.0000"
,"November 14, 2012","1.0000"
,"November 15, 2012","1.0000"
,"November 16, 2012","1.0000"
,"November 17, 2012",".."
,"November 18, 2012",".."
,"November 19, 2012","1.0000"
,"November 20, 2012","1.0000"
,"November 21, 2012","1.0000"
,"November 22, 2012","1.0000"
,"November 23, 2012","1.0000"
,"November 24, 2012",".."
,"November 25, 2012",".."
,"November 26, 2012","1.0000"
,"November 27, 2012","1.0000"
,"November 28, 2012","1.0000"
,"November 29, 2012","1.0000"
,"November 30, 2012","1.0000"
,"December 1, 2012",".."
,"December 2, 2012",".."
,"December 3, 2012","1.0000"
,"December 4, 2012","1.0000"
,"December 5, 2012","1.0000"
,"December 6, 2012","1.0000"
,"December 7, 2012","1.0000"
,"December 8, 2012",".."
,"December 9, 2012",".."
,"December 10, 2012","1.0000"
,"December 11, 2012","1.0000"
,"December 12, 2012","1.0000"
,"December 13, 2012","1.0000"
,"December 14, 2012","1.0000"
,"December 15, 2012",".."
,"December 16, 2012",".."
,"December 17, 2012","1.0000"
,"December 18, 2012","1.0000"
,"December 19, 2012","1.0000"
,"December 20, 2012","1.0000"
,"December 21, 2012","1.0000"
,"December 22, 2012",".."
,"December 23, 2012",".."
,"December 24, 2012","1.0000"
,"December 25, 2012","1.0000"
,"December 26, 2012","1.0000"
,"December 27, 2012","1.0000"
,"December 28, 2012","1.0000"
,"December 29, 2012",".."
,"December 30, 2012",".."
,"December 31, 2012","1.0000"
,"January 1, 2013","1.0000"
,"January 2, 2013","1.0000"
,"January 3, 2013","1.0000"
,"January 4, 2013","1.0000"
,"January 5, 2013",".."
,"January 6, 2013",".."
,"January 7, 2013","1.0000"
,"January 8, 2013","1.0000"
,"January 9, 2013","1.0000"
,"January 10, 2013","1.0000"
,"January 11, 2013","1.0000"
,"January 12, 2013",".."
,"January 13, 2013",".."
,"January 14, 2013","1.0000"
,"January 15, 2013","1.0000"
,"January 16, 2013","1.0000"
,"January 17, 2013","1.0000"
,"January 18, 2013","1.0000"
,"January 19, 2013",".."
,"January 20, 2013",".."
,"January 21, 2013","1.0000"
,"January 22, 2013","1.0000"
,"January 23, 2013","1.0000"
,"January 24, 2013","1.0000"
,"January 25, 2013","1.0000"
,"January 26, 2013",".."
,"January 27, 2013",".."
,"January 28, 2013","1.0000"
,"January 29, 2013","1.0000"
,"January 30, 2013","1.0000"
,"January 31, 2013","1.0000"
,"February 1, 2013","1.0000"
,"February 2, 2013",".."
,"February 3, 2013",".."
,"February 4, 2013","1.0000"
,"February 5, 2013","1.0000"
,"February 6, 2013","1.0000"
,"February 7, 2013","1.0000"
,"February 8, 2013","1.0000"
,"February 9, 2013",".."
,"February 10, 2013",".."
,"February 11, 2013","1.0000"
,"February 12, 2013","1.0000"
,"February 13, 2013","1.0000"
,"February 14, 2013","1.0000"
,"February 15, 2013","1.0000"
,"February 16, 2013",".."
,"February 17, 2013",".."
,"February 18, 2013","1.0000"
,"February 19, 2013","1.0000"
,"February 20, 2013","1.0000"
,"February 21, 2013","1.0000"
,"February 22, 2013","1.0000"
,"February 23, 2013",".."
,"February 24, 2013",".."
,"February 25, 2013","1.0000"
,"February 26, 2013","1.0000"
,"February 27, 2013","1.0000"
,"February 28, 2013","1.0000"
,"March 1, 2013","1.0000"
,"March 2, 2013",".."
,"March 3, 2013",".."
,"March 4, 2013","1.0000"
,"March 5, 2013","1.0000"
,"March 6, 2013","1.0000"
,"March 7, 2013","1.0000"
,"March 8, 2013","1.0000"
,"March 9, 2013",".."
,"March 10, 2013",".."
,"March 11, 2013","1.0000"
,"March 12, 2013","1.0000"
,"March 13, 2013","1.0000"
,"March 14, 2013","1.0000"
,"March 15, 2013","1.0000"
,"March 16, 2013",".."
,"March 17, 2013",".."
,"March 18, 2013","1.0000"
,"March 19, 2013","1.0000"
,"March 20, 2013","1.0000"
,"March 21, 2013","1.0000"
,"March 22, 2013","1.0000"
,"March 23, 2013",".."
,"March 24, 2013",".."
,"March 25, 2013","1.0000"
,"March 26, 2013","1.0000"
,"March 27, 2013","1.0000"
,"March 28, 2013","1.0000"
,"March 29, 2013","1.0000"
,"March 30, 2013",".."
,"March 31, 2013",".."
,"April 1, 2013","1.0000"
,"April 2, 2013","1.0000"
,"April 3, 2013","1.0000"
,"April 4, 2013","1.0000"
,"April 5, 2013","1.0000"
,"April 6, 2013",".."
,"April 7, 2013",".."
,"April 8, 2013","1.0000"
,"April 9, 2013","1.0000"
,"April 10, 2013","1.0000"
,"April 11, 2013","1.0000"
,"April 12, 2013","1.0000"
,"April 13, 2013",".."
,"April 14, 2013",".."
,"April 15, 2013","1.0000"
,"April 16, 2013","1.0000"
,"April 17, 2013","1.0000"
,"April 18, 2013","1.0000"
,"April 19, 2013","1.0000"
,"April 20, 2013",".."
,"April 21, 2013",".."
,"April 22, 2013","1.0000"
,"April 23, 2013","1.0000"
,"April 24, 2013","1.0000"
,"April 25, 2013","1.0000"
,"April 26, 2013","1.0000"
,"April 27, 2013",".."
,"April 28, 2013",".."
,"April 29, 2013","1.0000"
,"April 30, 2013","1.0000"
,"May 1, 2013","1.0000"
,"May 2, 2013","1.0000"
,"May 3, 2013","1.0000"
,"May 4, 2013",".."
,"May 5, 2013",".."
,"May 6, 2013","1.0000"
,"May 7, 2013","1.0000"
,"May 8, 2013","1.0000"
,"May 9, 2013","1.0000"
,"May 10, 2013","1.0000"
,"May 11, 2013",".."
,"May 12, 2013",".."
,"May 13, 2013","1.0000"
,"May 14, 2013","1.0000"
,"May 15, 2013","1.0000"
,"May 16, 2013","1.0000"
,"May 17, 2013","1.0000"
,"May 18, 2013",".."
,"May 19, 2013",".."
,"May 20, 2013","1.0000"
,"May 21, 2013","1.0000"
,"May 22, 2013","1.0000"
,"May 23, 2013","1.0000"
,"May 24, 2013","1.0000"
,"May 25, 2013",".."
,"May 26, 2013",".."
,"May 27, 2013","1.0000"
,"May 28, 2013","1.0000"
,"May 29, 2013","1.0000"
,"May 30, 2013","1.0000"
,"May 31, 2013","1.0000"
,"June 1, 2013",".."
,"June 2, 2013",".."
,"June 3, 2013","1.0000"
,"June 4, 2013","1.0000"
,"June 5, 2013","1.0000"
,"June 6, 2013","1.0000"
,"June 7, 2013","1.0000"
,"June 8, 2013",".."
,"June 9, 2013",".."
,"June 10, 2013","1.0000"
,"June 11, 2013","1.0000"
,"June 12, 2013","1.0000"
,"June 13, 2013","1.0000"
,"June 14, 2013","1.0000"
,"June 15, 2013",".."
,"June 16, 2013",".."
,"June 17, 2013","1.0000"
,"June 18, 2013","1.0000"
,"June 19, 2013","1.0000"
,"June 20, 2013","1.0000"
,"June 21, 2013","1.0000"
,"June 22, 2013",".."
,"June 23, 2013",".."
,"June 24, 2013","1.0000"
,"June 25, 2013","1.0000"
,"June 26, 2013","1.0000"
,"June 27, 2013","1.0000"
,"June 28, 2013","1.0000"
,"June 29, 2013",".."
,"June 30, 2013",".."
,"July 1, 2013","1.0000"
,"July 2, 2013","1.0000"
,"July 3, 2013","1.0000"
,"July 4, 2013","1.0000"
,"July 5, 2013","1.0000"
,"July 6, 2013",".."
,"July 7, 2013",".."
,"July 8, 2013","1.0000"
,"July 9, 2013","1.0000"
,"July 10, 2013","1.0000"
,"July 11, 2013","1.0000"
,"July 12, 2013","1.0000"
,"July 13, 2013",".."
,"July 14, 2013",".."
,"July 15, 2013","1.0000"
,"July 16, 2013","1.0000"
,"July 17, 2013","1.0000"
,"July 18, 2013","1.0000"
,"July 19, 2013","1.0000"
,"July 20, 2013",".."
,"July 21, 2013",".."
,"July 22, 2013","1.0000"
,"July 23, 2013","1.0000"
,"July 24, 2013","1.0000"
,"July 25, 2013","1.0000"
,"July 26, 2013","1.0000"
,"July 27, 2013",".."
,"July 28, 2013",".."
,"July 29, 2013","1.0000"
,"July 30, 2013","1.0000"
,"July 31, 2013","1.0000"
,"August 1, 2013","1.0000"
,"August 2, 2013","1.0000"
,"August 3, 2013",".."
,"August 4, 2013",".."
,"August 5, 2013","1.0000"
,"August 6, 2013","1.0000"
,"August 7, 2013","1.0000"
,"August 8, 2013","1.0000"
,"August 9, 2013","1.0000"
,"August 10, 2013",".."
,"August 11, 2013",".."
,"August 12, 2013","1.0000"
,"August 13, 2013","1.0000"
,"August 14, 2013","1.0000"
,"August 15, 2013","1.0000"
,"August 16, 2013","1.0000"
,"August 17, 2013",".."
,"August 18, 2013",".."
,"August 19, 2013","1.0000"
,"August 20, 2013","1.0000"
,"August 21, 2013","1.0000"
,"August 22, 2013","1.0000"
,"August 23, 2013","1.0000"
,"August 24, 2013",".."
,"August 25, 2013",".."
,"August 26, 2013","1.0000"
,"August 27, 2013","1.0000"
,"August 28, 2013","1.0000"
,"August 29, 2013","1.0000"
,"August 30, 2013","1.0000"
,"August 31, 2013",".."
,"September 1, 2013",".."
,"September 2, 2013","1.0000"
,"September 3, 2013","1.0000"
,"September 4, 2013","1.0000"
,"September 5, 2013","1.0000"
,"September 6, 2013","1.0000"
,"September 7, 2013",".."
,"September 8, 2013",".."
,"September 9, 2013","1.0000"
,"September 10, 2013","1.0000"
,"September 11, 2013","1.0000"
,"September 12, 2013","1.0000"
,"September 13, 2013","1.0000"
,"September 14, 2013",".."
,"September 15, 2013",".."
,"September 16, 2013","1.0000"
,"September 17, 2013","1.0000"
,"September 18, 2013","1.0000"
,"September 19, 2013","1.0000"
,"September 20, 2013","1.0000"
,"September 21, 2013",".."
,"September 22, 2013",".."
,"September 23, 2013","1.0000"
,"September 24, 2013","1.0000"
,"September 25, 2013","1.0000"
,"September 26, 2013","1.0000"
,"September 27, 2013","1.0000"
,"September 28, 2013",".."
,"September 29, 2013",".."
,"September 30, 2013","1.0000"
,"October 1, 2013","1.0000"
,"October 2, 2013","1.0000"
,"October 3, 2013","1.0000"
,"October 4, 2013","1.0000"
,"October 5, 2013",".."
,"October 6, 2013",".."
,"October 7, 2013","1.0000"
,"October 8, 2013","1.0000"
,"October 9, 2013","1.0000"
,"October 10, 2013","1.0000"
,"October 11, 2013","1.0000"
,"October 12, 2013",".."
,"October 13, 2013",".."
,"October 14, 2013","1.0000"
,"October 15, 2013","1.0000"
,"October 16, 2013","1.0000"
,"October 17, 2013","1.0000"
,"October 18, 2013","1.0000"
,"October 19, 2013",".."
,"October 20, 2013",".."
,"October 21, 2013","1.0000"
,"October 22, 2013","1.0000"
,"October 23, 2013","1.0000"
,"October 24, 2013","1.0000"
,"October 25, 2013","1.0000"
,"October 26, 2013",".."
,"October 27, 2013",".."
,"October 28, 2013","1.0000"
,"October 29, 2013","1.0000"
,"October 30, 2013","1.0000"
,"October 31, 2013","1.0000"
,"November 1, 2013","1.0000"
,"November 2, 2013",".."
,"November 3, 2013",".."
,"November 4, 2013","1.0000"
,"November 5, 2013","1.0000"
,"November 6, 2013","1.0000"
,"November 7, 2013","1.0000"
,"November 8, 2013","1.0000"
,"November 9, 2013",".."
,"November 10, 2013",".."
,"November 11, 2013","1.0000"
,"November 12, 2013","1.0000"
,"November 13, 2013","1.0000"
,"November 14, 2013","1.0000"
,"November 15, 2013","1.0000"
,"November 16, 2013",".."
,"November 17, 2013",".."
,"November 18, 2013","1.0000"
,"November 19, 2013","1.0000"
,"November 20, 2013","1.0000"
,"November 21, 2013","1.0000"
,"November 22, 2013","1.0000"
,"November 23, 2013",".."
,"November 24, 2013",".."
,"November 25, 2013","1.0000"
,"November 26, 2013","1.0000"
,"November 27, 2013","1.0000"
,"November 28, 2013","1.0000"
,"November 29, 2013","1.0000"
,"November 30, 2013",".."
,"December 1, 2013",".."
,"December 2, 2013","1.0000"
,"December 3, 2013","1.0000"
,"December 4, 2013","1.0000"
,"December 5, 2013","1.0000"
,"December 6, 2013","1.0000"
,"December 7, 2013",".."
,"December 8, 2013",".."
,"December 9, 2013","1.0000"
,"December 10, 2013","1.0000"
,"December 11, 2013","1.0000"
,"December 12, 2013","1.0000"
,"December 13, 2013","1.0000"
,"December 14, 2013",".."
,"December 15, 2013",".."
,"December 16, 2013","1.0000"
,"December 17, 2013","1.0000"
,"December 18, 2013","1.0000"
,"December 19, 2013","1.0000"
,"December 20, 2013","1.0000"
,"December 21, 2013",".."
,"December 22, 2013",".."
,"December 23, 2013","1.0000"
,"December 24, 2013","1.0000"
,"December 25, 2013","1.0000"
,"December 26, 2013","1.0000"
,"December 27, 2013","1.0000"
,"December 28, 2013",".."
,"December 29, 2013",".."
,"December 30, 2013","1.0000"
,"December 31, 2013","1.0000"
,"January 1, 2014","1.0000"
,"January 2, 2014","1.0000"
,"January 3, 2014","1.0000"
,"January 4, 2014",".."
,"January 5, 2014",".."
,"January 6, 2014","1.0000"
,"January 7, 2014","1.0000"
,"January 8, 2014","1.0000"
,"January 9, 2014","1.0000"
,"January 10, 2014","1.0000"
,"January 11, 2014",".."
,"January 12, 2014",".."
,"January 13, 2014","1.0000"
,"January 14, 2014","1.0000"
,"January 15, 2014","1.0000"
,"January 16, 2014","1.0000"
,"January 17, 2014","1.0000"
,"January 18, 2014",".."
,"January 19, 2014",".."
,"January 20, 2014","1.0000"
,"January 21, 2014","1.0000"
,"January 22, 2014","1.0000"
,"January 23, 2014","1.0000"
,"January 24, 2014","1.0000"
,"January 25, 2014",".."
,"January 26, 2014",".."
,"January 27, 2014","1.0000"
,"January 28, 2014","1.0000"
,"January 29, 2014","1.0000"
,"January 30, 2014","1.0000"
,"January 31, 2014","1.0000"
,"February 1, 2014",".."
,"February 2, 2014",".."
,"February 3, 2014","1.0000"
,"February 4, 2014","1.0000"
,"February 5, 2014","1.0000"
,"February 6, 2014","1.0000"
,"February 7, 2014","1.0000"
,"February 8, 2014",".."
,"February 9, 2014",".."
,"February 10, 2014","1.0000"
,"February 11, 2014","1.0000"
,"February 12, 2014","1.0000"
,"February 13, 2014","1.0000"
,"February 14, 2014","1.0000"
,"February 15, 2014",".."
,"February 16, 2014",".."
,"February 17, 2014","1.0000"
,"February 18, 2014","1.0000"
,"February 19, 2014","1.0000"
,"February 20, 2014","1.0000"
,"February 21, 2014","1.0000"
,"February 22, 2014",".."
,"February 23, 2014",".."
,"February 24, 2014","1.0000"
,"February 25, 2014","1.0000"
,"February 26, 2014","1.0000"
,"February 27, 2014","1.0000"
,"February 28, 2014","1.0000"
,"March 1, 2014",".."
,"March 2, 2014",".."
,"March 3, 2014","1.0000"
,"March 4, 2014","1.0000"
,"March 5, 2014","1.0000"
,"March 6, 2014","1.0000"
,"March 7, 2014","1.0000"
,"March 8, 2014",".."
,"March 9, 2014",".."
,"March 10, 2014","1.0000"
,"March 11, 2014","1.0000"
,"March 12, 2014","1.0000"
,"March 13, 2014","1.0000"
,"March 14, 2014","1.0000"
,"March 15, 2014",".."
,"March 16, 2014",".."
,"March 17, 2014","1.0000"
,"March 18, 2014","1.0000"
,"March 19, 2014","1.0000"
,"March 20, 2014","1.0000"
,"March 21, 2014","1.0000"
,"March 22, 2014",".."
,"March 23, 2014",".."
,"March 24, 2014","1.0000"
,"March 25, 2014","1.0000"
,"March 26, 2014","1.0000"
,"March 27, 2014","1.0000"
,"March 28, 2014","1.0000"
,"March 29, 2014",".."
,"March 30, 2014",".."
,"March 31, 2014","1.0000"
,"April 1, 2014","1.0000"
,"April 2, 2014","1.0000"
,"April 3, 2014","1.0000"
,"April 4, 2014","1.0000"
,"April 5, 2014",".."
,"April 6, 2014",".."
,"April 7, 2014","1.0000"
,"April 8, 2014","1.0000"
,"April 9, 2014","1.0000"
,"April 10, 2014","1.0000"
,"April 11, 2014","1.0000"
,"April 12, 2014",".."
,"April 13, 2014",".."
,"April 14, 2014","1.0000"
,"April 15, 2014","1.0000"
,"April 16, 2014","1.0000"
,"April 17, 2014","1.0000"
,"April 18, 2014","1.0000"
,"April 19, 2014",".."
,"April 20, 2014",".."
,"April 21, 2014","1.0000"
,"April 22, 2014","1.0000"
,"April 23, 2014","1.0000"
,"April 24, 2014","1.0000"
,"April 25, 2014","1.0000"
,"April 26, 2014",".."
,"April 27, 2014",".."
,"April 28, 2014","1.0000"
,"April 29, 2014","1.0000"
,"April 30, 2014","1.0000"
,"May 1, 2014","1.0000"
,"May 2, 2014","1.0000"
,"May 3, 2014",".."
,"May 4, 2014",".."
,"May 5, 2014","1.0000"
,"May 6, 2014","1.0000"
,"May 7, 2014","1.0000"
,"May 8, 2014","1.0000"
,"May 9, 2014","1.0000"
,"May 10, 2014",".."
,"May 11, 2014",".."
,"May 12, 2014","1.0000"
,"May 13, 2014","1.0000"
,"May 14, 2014","1.0000"
,"May 15, 2014","1.0000"
,"May 16, 2014","1.0000"
,"May 17, 2014",".."
,"May 18, 2014",".."
,"May 19, 2014","1.0000"
,"May 20, 2014","1.0000"
,"May 21, 2014","1.0000"
,"May 22, 2014","1.0000"
,"May 23, 2014","1.0000"
,"May 24, 2014",".."
,"May 25, 2014",".."
,"May 26, 2014","1.0000"
,"May 27, 2014","1.0000"
,"May 28, 2014","1.0000"
,"May 29, 2014","1.0000"
,"May 30, 2014","1.0000"
,"May 31, 2014",".."
,"June 1, 2014",".."
,"June 2, 2014","1.0000"
,"June 3, 2014","1.0000"
,"June 4, 2014","1.0000"
,"June 5, 2014","1.0000"
,"June 6, 2014","1.0000"
,"June 7, 2014",".."
,"June 8, 2014",".."
,"June 9, 2014","1.0000"
,"June 10, 2014","1.0000"
,"June 11, 2014","1.0000"
,"June 12, 2014","1.0000"
,"June 13, 2014","1.0000"
,"June 14, 2014",".."
,"June 15, 2014",".."
,"June 16, 2014","1.0000"
,"June 17, 2014","1.0000"
,"June 18, 2014","1.0000"
,"June 19, 2014","1.0000"
,"June 20, 2014","1.0000"
,"June 21, 2014",".."
,"June 22, 2014",".."
,"June 23, 2014","1.0000"
,"June 24, 2014","1.0000"
,"June 25, 2014","1.0000"
,"June 26, 2014","1.0000"
,"June 27, 2014","1.0000"
,"June 28, 2014",".."
,"June 29, 2014",".."
,"June 30, 2014","1.0000"
,"July 1, 2014","1.0000"
,"July 2, 2014","1.0000"
,"July 3, 2014","1.0000"
,"July 4, 2014","1.0000"
,"July 5, 2014",".."
,"July 6, 2014",".."
,"July 7, 2014","1.0000"
,"July 8, 2014","1.0000"
,"July 9, 2014","1.0000"
,"July 10, 2014","1.0000"
,"July 11, 2014","1.0000"
,"July 12, 2014",".."
,"July 13, 2014",".."
,"July 14, 2014","1.0000"
,"July 15, 2014","1.0000"
,"July 16, 2014","1.0000"
,"July 17, 2014","1.0000"
,"July 18, 2014","1.0000"
,"July 19, 2014",".."
,"July 20, 2014",".."
,"July 21, 2014","1.0000"
,"July 22, 2014","1.0000"
,"July 23, 2014","1.0000"
,"July 24, 2014","1.0000"
,"July 25, 2014","1.0000"
,"July 26, 2014",".."
,"July 27, 2014",".."
,"July 28, 2014","1.0000"
,"July 29, 2014","1.0000"
,"July 30, 2014","1.0000"
,"July 31, 2014","1.0000"
,"August 1, 2014","1.0000"
,"August 2, 2014",".."
,"August 3, 2014",".."
,"August 4, 2014","1.0000"
,"August 5, 2014","1.0000"
,"August 6, 2014","1.0000"
,"August 7, 2014","1.0000"
,"August 8, 2014","1.0000"
,"August 9, 2014",".."
,"August 10, 2014",".."
,"August 11, 2014","1.0000"
,"August 12, 2014","1.0000"
,"August 13, 2014","1.0000"
,"August 14, 2014","1.0000"
,"August 15, 2014","1.0000"
,"August 16, 2014",".."
,"August 17, 2014",".."
,"August 18, 2014","1.0000"
,"August 19, 2014","1.0000"
,"August 20, 2014","1.0000"
,"August 21, 2014","1.0000"
,"August 22, 2014","1.0000"
,"August 23, 2014",".."
,"August 24, 2014",".."
,"August 25, 2014","1.0000"
,"August 26, 2014","1.0000"
,"August 27, 2014","1.0000"
,"August 28, 2014","1.0000"
,"August 29, 2014","1.0000"
,"August 30, 2014",".."
,"August 31, 2014",".."
,"September 1, 2014","1.0000"
,"September 2, 2014","1.0000"
,"September 3, 2014","1.0000"
,"September 4, 2014","1.0000"
,"September 5, 2014","1.0000"
,"September 6, 2014",".."
,"September 7, 2014",".."
,"September 8, 2014","1.0000"
,"September 9, 2014","1.0000"
,"September 10, 2014","1.0000"
,"September 11, 2014","1.0000"
,"September 12, 2014","1.0000"
,"September 13, 2014",".."
,"September 14, 2014",".."
,"September 15, 2014","1.0000"
,"September 16, 2014","1.0000"
,"September 17, 2014","1.0000"
,"September 18, 2014","1.0000"
,"September 19, 2014","1.0000"
,"September 20, 2014",".."
,"September 21, 2014",".."
,"September 22, 2014","1.0000"
,"September 23, 2014","1.0000"
,"September 24, 2014","1.0000"
,"September 25, 2014","1.0000"
,"September 26, 2014","1.0000"
,"September 27, 2014",".."
,"September 28, 2014",".."
,"September 29, 2014","1.0000"
,"September 30, 2014","1.0000"
,"October 1, 2014","1.0000"
,"October 2, 2014","1.0000"
,"October 3, 2014","1.0000"
,"October 4, 2014",".."
,"October 5, 2014",".."
,"October 6, 2014","1.0000"
,"October 7, 2014","1.0000"
,"October 8, 2014","1.0000"
,"October 9, 2014","1.0000"
,"October 10, 2014","1.0000"
,"October 11, 2014",".."
,"October 12, 2014",".."
,"October 13, 2014","1.0000"
,"October 14, 2014","1.0000"
,"October 15, 2014","1.0000"
,"October 16, 2014","1.0000"
,"October 17, 2014","1.0000"
,"October 18, 2014",".."
,"October 19, 2014",".."
,"October 20, 2014","1.0000"
,"October 21, 2014","1.0000"
,"October 22, 2014","1.0000"
,"October 23, 2014","1.0000"
,"October 24, 2014","1.0000"
,"October 25, 2014",".."
,"October 26, 2014",".."
,"October 27, 2014","1.0000"
,"October 28, 2014","1.0000"
,"October 29, 2014","1.0000"
,"October 30, 2014","1.0000"
,"October 31, 2014","1.0000"
,"November 1, 2014",".."
,"November 2, 2014",".."
,"November 3, 2014","1.0000"
,"November 4, 2014","1.0000"
,"November 5, 2014","1.0000"
,"November 6, 2014","1.0000"
,"November 7, 2014","1.0000"
,"November 8, 2014",".."
,"November 9, 2014",".."
,"November 10, 2014","1.0000"
,"November 11, 2014","1.0000"
,"November 12, 2014","1.0000"
,"November 13, 2014","1.0000"
,"November 14, 2014","1.0000"
,"November 15, 2014",".."
,"November 16, 2014",".."
,"November 17, 2014","1.0000"
,"November 18, 2014","1.0000"
,"November 19, 2014","1.0000"
,"November 20, 2014","1.0000"
,"November 21, 2014","1.0000"
,"November 22, 2014",".."
,"November 23, 2014",".."
,"November 24, 2014","1.0000"
,"November 25, 2014","1.0000"
