province,total_housing_starts,single_detached_starts,multiples_starts,semi_detached_starts,row_housing_starts,apartment_starts,quarter,year,quarter_date
Newfoundland and Labrador,861.0,614.0,247.0,10.0,29.0,208.0,Q4,2013,2013-12-31
Newfoundland and Labrador,214.0,134.0,80.0,0.0,0.0,80.0,Q1,2014,2014-03-31
Newfoundland and Labrador,608.0,480.0,128.0,14.0,35.0,79.0,Q2,2014,2014-06-30
Newfoundland and Labrador,744.0,589.0,155.0,24.0,50.0,81.0,Q3,2014,2014-09-30
Newfoundland and Labrador,553.0,467.0,86.0,13.0,14.0,59.0,Q4,2014,2014-12-31
Newfoundland and Labrador,238.0,103.0,135.0,4.0,0.0,131.0,Q1,2015,2015-03-31
Newfoundland and Labrador,419.0,352.0,67.0,12.0,23.0,32.0,Q2,2015,2015-06-30
Newfoundland and Labrador,552.0,447.0,105.0,24.0,19.0,62.0,Q3,2015,2015-09-30
Newfoundland and Labrador,488.0,369.0,119.0,20.0,18.0,81.0,Q4,2015,2015-12-31
Newfoundland and Labrador,172.0,137.0,35.0,10.0,0.0,25.0,Q1,2016,2016-03-31
Newfoundland and Labrador,390.0,310.0,80.0,32.0,13.0,35.0,Q2,2016,2016-06-30
Newfoundland and Labrador,455.0,378.0,77.0,42.0,8.0,27.0,Q3,2016,2016-09-30
Newfoundland and Labrador,381.0,283.0,98.0,33.0,27.0,38.0,Q4,2016,2016-12-31
Newfoundland and Labrador,112.0,65.0,47.0,24.0,20.0,3.0,Q1,2017,2017-03-31
Newfoundland and Labrador,310.0,215.0,95.0,20.0,25.0,50.0,Q2,2017,2017-06-30
Newfoundland and Labrador,469.0,322.0,147.0,49.0,51.0,47.0,Q3,2017,2017-09-30
Newfoundland and Labrador,509.0,303.0,206.0,72.0,108.0,26.0,Q4,2017,2017-12-31
Newfoundland and Labrador,199.0,83.0,116.0,6.0,8.0,102.0,Q1,2018,2018-03-31
Newfoundland and Labrador,237.0,208.0,29.0,12.0,10.0,7.0,Q2,2018,2018-06-30
Newfoundland and Labrador,399.0,287.0,112.0,35.0,47.0,30.0,Q3,2018,2018-09-30
Newfoundland and Labrador,261.0,201.0,60.0,20.0,15.0,25.0,Q4,2018,2018-12-31
Newfoundland and Labrador,58.0,41.0,17.0,10.0,3.0,4.0,Q1,2019,2019-03-31
Newfoundland and Labrador,217.0,163.0,54.0,14.0,4.0,36.0,Q2,2019,2019-06-30
Newfoundland and Labrador,315.0,237.0,78.0,22.0,22.0,34.0,Q3,2019,2019-09-30
Newfoundland and Labrador,355.0,245.0,110.0,42.0,25.0,43.0,Q4,2019,2019-12-31
Newfoundland and Labrador,60.0,39.0,21.0,6.0,6.0,9.0,Q1,2020,2020-03-31
Newfoundland and Labrador,132.0,111.0,21.0,10.0,3.0,8.0,Q2,2020,2020-06-30
Newfoundland and Labrador,285.0,219.0,66.0,20.0,3.0,43.0,Q3,2020,2020-09-30
Newfoundland and Labrador,286.0,237.0,49.0,26.0,18.0,5.0,Q4,2020,2020-12-31
Newfoundland and Labrador,155.0,121.0,34.0,15.0,18.0,1.0,Q1,2021,2021-03-31
Newfoundland and Labrador,305.0,248.0,57.0,16.0,16.0,25.0,Q2,2021,2021-06-30
Newfoundland and Labrador,263.0,211.0,52.0,24.0,16.0,12.0,Q3,2021,2021-09-30
Newfoundland and Labrador,298.0,161.0,137.0,26.0,90.0,21.0,Q4,2021,2021-12-31
Newfoundland and Labrador,223.0,170.0,53.0,24.0,9.0,20.0,Q1,2022,2022-03-31
Newfoundland and Labrador,363.0,314.0,49.0,8.0,3.0,38.0,Q2,2022,2022-06-30
Newfoundland and Labrador,458.0,330.0,128.0,14.0,7.0,107.0,Q3,2022,2022-09-30
Newfoundland and Labrador,335.0,192.0,143.0,20.0,19.0,104.0,Q4,2022,2022-12-31
Newfoundland and Labrador,100.0,82.0,18.0,0.0,7.0,11.0,Q1,2023,2023-03-31
Newfoundland and Labrador,225.0,184.0,41.0,10.0,3.0,28.0,Q2,2023,2023-06-30
Newfoundland and Labrador,411.0,283.0,128.0,50.0,0.0,78.0,Q3,2023,2023-09-30
Newfoundland and Labrador,242.0,139.0,103.0,12.0,44.0,47.0,Q4,2023,2023-12-31
Newfoundland and Labrador,263.0,158.0,105.0,12.0,12.0,81.0,Q1,2024,2024-03-31
Newfoundland and Labrador,409.0,316.0,93.0,20.0,8.0,65.0,Q2,2024,2024-06-30
Newfoundland and Labrador,527.0,321.0,206.0,32.0,7.0,167.0,Q3,2024,2024-09-30
Newfoundland and Labrador,473.0,280.0,193.0,38.0,0.0,155.0,Q4,2024,2024-12-31
Newfoundland and Labrador,165.0,96.0,69.0,16.0,6.0,47.0,Q1,2025,2025-03-31
Newfoundland and Labrador,493.0,304.0,189.0,24.0,12.0,153.0,Q2,2025,2025-06-30
Newfoundland and Labrador,443.0,317.0,126.0,18.0,36.0,72.0,Q3,2025,2025-09-30
Nova Scotia,691.0,394.0,297.0,62.0,37.0,198.0,Q1,2010,2010-03-31
Nova Scotia,1222.0,666.0,556.0,121.0,66.0,369.0,Q2,2010,2010-06-30
Nova Scotia,1382.0,743.0,639.0,97.0,36.0,506.0,Q3,2010,2010-09-30
Nova Scotia,1014.0,589.0,425.0,93.0,61.0,271.0,Q4,2010,2010-12-31
Nova Scotia,725.0,293.0,432.0,60.0,35.0,337.0,Q1,2011,2011-03-31
Nova Scotia,1163.0,554.0,609.0,118.0,28.0,463.0,Q2,2011,2011-06-30
Nova Scotia,1526.0,691.0,835.0,124.0,49.0,662.0,Q3,2011,2011-09-30
Nova Scotia,1230.0,507.0,723.0,116.0,129.0,478.0,Q4,2011,2011-12-31
Nova Scotia,640.0,338.0,302.0,56.0,17.0,229.0,Q1,2012,2012-03-31
Nova Scotia,1044.0,658.0,386.0,134.0,27.0,225.0,Q2,2012,2012-06-30
Nova Scotia,1509.0,659.0,850.0,132.0,68.0,650.0,Q3,2012,2012-09-30
Nova Scotia,1329.0,603.0,726.0,98.0,106.0,522.0,Q4,2012,2012-12-31
Nova Scotia,956.0,227.0,729.0,40.0,30.0,659.0,Q1,2013,2013-03-31
Nova Scotia,917.0,442.0,475.0,88.0,83.0,304.0,Q2,2013,2013-06-30
Nova Scotia,1142.0,529.0,613.0,106.0,82.0,425.0,Q3,2013,2013-09-30
Nova Scotia,904.0,441.0,463.0,98.0,64.0,301.0,Q4,2013,2013-12-31
Nova Scotia,323.0,192.0,131.0,44.0,32.0,55.0,Q1,2014,2014-03-31
Nova Scotia,679.0,327.0,352.0,48.0,66.0,238.0,Q2,2014,2014-06-30
Nova Scotia,1236.0,409.0,827.0,76.0,35.0,716.0,Q3,2014,2014-09-30
Nova Scotia,818.0,427.0,391.0,52.0,46.0,293.0,Q4,2014,2014-12-31
Nova Scotia,352.0,286.0,66.0,44.0,16.0,6.0,Q1,2015,2015-03-31
Nova Scotia,1517.0,267.0,1250.0,47.0,42.0,1161.0,Q2,2015,2015-06-30
Nova Scotia,1348.0,436.0,912.0,114.0,47.0,751.0,Q3,2015,2015-09-30
Nova Scotia,608.0,361.0,247.0,54.0,24.0,169.0,Q4,2015,2015-12-31
Nova Scotia,559.0,216.0,343.0,48.0,34.0,261.0,Q1,2016,2016-03-31
Nova Scotia,987.0,462.0,525.0,66.0,52.0,407.0,Q2,2016,2016-06-30
Nova Scotia,1069.0,420.0,649.0,72.0,29.0,548.0,Q3,2016,2016-09-30
Nova Scotia,1152.0,558.0,594.0,132.0,29.0,433.0,Q4,2016,2016-12-31
Nova Scotia,754.0,275.0,479.0,33.0,25.0,421.0,Q1,2017,2017-03-31
Nova Scotia,1149.0,386.0,763.0,64.0,27.0,672.0,Q2,2017,2017-06-30
Nova Scotia,1200.0,431.0,769.0,94.0,46.0,629.0,Q3,2017,2017-09-30
Nova Scotia,881.0,378.0,503.0,62.0,28.0,413.0,Q4,2017,2017-12-31
Nova Scotia,840.0,458.0,382.0,68.0,59.0,255.0,Q1,2018,2018-03-31
Nova Scotia,1173.0,496.0,677.0,96.0,49.0,532.0,Q2,2018,2018-06-30
Nova Scotia,1684.0,537.0,1147.0,100.0,48.0,999.0,Q3,2018,2018-09-30
Nova Scotia,1089.0,536.0,553.0,89.0,88.0,376.0,Q4,2018,2018-12-31
Nova Scotia,878.0,212.0,666.0,30.0,30.0,606.0,Q1,2019,2019-03-31
Nova Scotia,1289.0,465.0,824.0,70.0,74.0,680.0,Q2,2019,2019-06-30
Nova Scotia,1307.0,671.0,636.0,124.0,71.0,441.0,Q3,2019,2019-09-30
Nova Scotia,1245.0,572.0,673.0,86.0,78.0,509.0,Q4,2019,2019-12-31
Nova Scotia,961.0,346.0,615.0,87.0,64.0,464.0,Q1,2020,2020-03-31
Nova Scotia,711.0,416.0,295.0,72.0,54.0,169.0,Q2,2020,2020-06-30
Nova Scotia,1684.0,590.0,1094.0,103.0,64.0,927.0,Q3,2020,2020-09-30
Nova Scotia,1509.0,562.0,947.0,124.0,78.0,745.0,Q4,2020,2020-12-31
Nova Scotia,1210.0,394.0,816.0,113.0,91.0,612.0,Q1,2021,2021-03-31
Nova Scotia,1224.0,398.0,826.0,63.0,66.0,697.0,Q2,2021,2021-06-30
Nova Scotia,1185.0,685.0,500.0,109.0,55.0,336.0,Q3,2021,2021-09-30
Nova Scotia,2356.0,776.0,1580.0,120.0,141.0,1319.0,Q4,2021,2021-12-31
Nova Scotia,1059.0,295.0,764.0,48.0,47.0,669.0,Q1,2022,2022-03-31
Nova Scotia,1609.0,516.0,1093.0,44.0,81.0,968.0,Q2,2022,2022-06-30
Nova Scotia,1791.0,792.0,999.0,96.0,112.0,791.0,Q3,2022,2022-09-30
Nova Scotia,1255.0,646.0,609.0,60.0,95.0,454.0,Q4,2022,2022-12-31
Nova Scotia,827.0,335.0,492.0,54.0,65.0,373.0,Q1,2023,2023-03-31
Nova Scotia,1991.0,549.0,1442.0,72.0,105.0,1265.0,Q2,2023,2023-06-30
Nova Scotia,1716.0,656.0,1060.0,102.0,31.0,927.0,Q3,2023,2023-09-30
Nova Scotia,2625.0,559.0,2066.0,68.0,117.0,1881.0,Q4,2023,2023-12-31
Nova Scotia,2158.0,366.0,1792.0,30.0,27.0,1735.0,Q1,2024,2024-03-31
Nova Scotia,2360.0,549.0,1811.0,123.0,395.0,1293.0,Q2,2024,2024-06-30
Nova Scotia,1426.0,630.0,796.0,96.0,90.0,610.0,Q3,2024,2024-09-30
Nova Scotia,1437.0,534.0,903.0,135.0,86.0,682.0,Q4,2024,2024-12-31
Nova Scotia,1771.0,330.0,1441.0,75.0,57.0,1309.0,Q1,2025,2025-03-31
Nova Scotia,2717.0,625.0,2092.0,105.0,99.0,1888.0,Q2,2025,2025-06-30
Nova Scotia,2840.0,688.0,2152.0,130.0,100.0,1922.0,Q3,2025,2025-09-30
Ontario,11255.0,5470.0,5785.0,506.0,1929.0,3350.0,Q1,2010,2010-03-31
Ontario,17082.0,8065.0,9017.0,852.0,2712.0,5453.0,Q2,2010,2010-06-30
Ontario,16598.0,7571.0,9027.0,833.0,3045.0,5149.0,Q3,2010,2010-09-30
Ontario,15498.0,6983.0,8515.0,815.0,2569.0,5131.0,Q4,2010,2010-12-31
Ontario,12629.0,4250.0,8379.0,606.0,1391.0,6382.0,Q1,2011,2011-03-31
Ontario,18457.0,7194.0,11263.0,867.0,2400.0,7996.0,Q2,2011,2011-06-30
Ontario,18885.0,7774.0,11111.0,759.0,2434.0,7918.0,Q3,2011,2011-09-30
Ontario,17850.0,7666.0,10184.0,910.0,3063.0,6211.0,Q4,2011,2011-12-31
Ontario,16281.0,4212.0,12069.0,776.0,2627.0,8666.0,Q1,2012,2012-03-31
Ontario,21389.0,7211.0,14178.0,770.0,2637.0,10771.0,Q2,2012,2012-06-30
Ontario,20800.0,7216.0,13584.0,920.0,3097.0,9567.0,Q3,2012,2012-09-30
Ontario,18272.0,6928.0,11344.0,931.0,2216.0,8197.0,Q4,2012,2012-12-31
Ontario,11192.0,3593.0,7599.0,572.0,1617.0,5410.0,Q1,2013,2013-03-31
Ontario,15767.0,6699.0,9068.0,946.0,2531.0,5591.0,Q2,2013,2013-06-30
Ontario,17532.0,6705.0,10827.0,844.0,2850.0,7133.0,Q3,2013,2013-09-30
Ontario,16594.0,6273.0,10321.0,754.0,2429.0,7138.0,Q4,2013,2013-12-31
Ontario,10828.0,3106.0,7722.0,359.0,1604.0,5759.0,Q1,2014,2014-03-31
Ontario,17039.0,6801.0,10238.0,898.0,3103.0,6237.0,Q2,2014,2014-06-30
Ontario,15989.0,7334.0,8655.0,854.0,2602.0,5199.0,Q3,2014,2014-09-30
Ontario,15278.0,6450.0,8828.0,631.0,2666.0,5531.0,Q4,2014,2014-12-31
Ontario,11382.0,2567.0,8815.0,310.0,1044.0,7461.0,Q1,2015,2015-03-31
Ontario,18479.0,7052.0,11427.0,522.0,3534.0,7371.0,Q2,2015,2015-06-30
Ontario,21259.0,7738.0,13521.0,636.0,2621.0,10264.0,Q3,2015,2015-09-30
Ontario,19036.0,7596.0,11440.0,622.0,3240.0,7578.0,Q4,2015,2015-12-31
Ontario,14789.0,4389.0,10400.0,318.0,1816.0,8266.0,Q1,2016,2016-03-31
Ontario,20200.0,8132.0,12068.0,765.0,3001.0,8302.0,Q2,2016,2016-06-30
Ontario,20151.0,8704.0,11447.0,743.0,3372.0,7332.0,Q3,2016,2016-09-30
Ontario,19812.0,8854.0,10958.0,549.0,3487.0,6922.0,Q4,2016,2016-12-31
Ontario,17555.0,5516.0,12039.0,529.0,3021.0,8489.0,Q1,2017,2017-03-31
Ontario,18423.0,7957.0,10466.0,733.0,3426.0,6307.0,Q2,2017,2017-06-30
Ontario,23248.0,8792.0,14456.0,959.0,4746.0,8751.0,Q3,2017,2017-09-30
Ontario,19897.0,7448.0,12449.0,767.0,4235.0,7447.0,Q4,2017,2017-12-31
Ontario,18143.0,4530.0,13613.0,568.0,1721.0,11324.0,Q1,2018,2018-03-31
Ontario,20052.0,6779.0,13273.0,598.0,3168.0,9507.0,Q2,2018,2018-06-30
Ontario,18822.0,6521.0,12301.0,741.0,3000.0,8560.0,Q3,2018,2018-09-30
Ontario,21725.0,5956.0,15769.0,577.0,3930.0,11262.0,Q4,2018,2018-12-31
Ontario,13044.0,2786.0,10258.0,266.0,2414.0,7578.0,Q1,2019,2019-03-31
Ontario,17455.0,5108.0,12347.0,454.0,3586.0,8307.0,Q2,2019,2019-06-30
Ontario,21265.0,6129.0,15136.0,557.0,4058.0,10521.0,Q3,2019,2019-09-30
Ontario,17221.0,5264.0,11957.0,538.0,3527.0,7892.0,Q4,2019,2019-12-31
Ontario,14594.0,3614.0,10980.0,336.0,2531.0,8113.0,Q1,2020,2020-03-31
Ontario,19842.0,5112.0,14730.0,614.0,2974.0,11142.0,Q2,2020,2020-06-30
Ontario,25160.0,6670.0,18490.0,706.0,3747.0,14037.0,Q3,2020,2020-09-30
Ontario,21709.0,7286.0,14423.0,1068.0,3549.0,9806.0,Q4,2020,2020-12-31
Ontario,21628.0,6092.0,15536.0,579.0,2736.0,12221.0,Q1,2021,2021-03-31
Ontario,25594.0,8945.0,16649.0,929.0,3970.0,11750.0,Q2,2021,2021-06-30
Ontario,27765.0,9350.0,18415.0,730.0,4333.0,13352.0,Q3,2021,2021-09-30
Ontario,24579.0,6966.0,17613.0,655.0,4171.0,12787.0,Q4,2021,2021-12-31
Ontario,17686.0,4834.0,12852.0,558.0,2661.0,9633.0,Q1,2022,2022-03-31
Ontario,22460.0,6543.0,15917.0,618.0,5047.0,10252.0,Q2,2022,2022-06-30
Ontario,29746.0,7739.0,22007.0,643.0,5148.0,16216.0,Q3,2022,2022-09-30
Ontario,26188.0,6378.0,19810.0,453.0,4403.0,14954.0,Q4,2022,2022-12-31
Ontario,18490.0,4021.0,14469.0,377.0,2670.0,11422.0,Q1,2023,2023-03-31
Ontario,25512.0,4669.0,20843.0,425.0,3261.0,17157.0,Q2,2023,2023-06-30
Ontario,24813.0,4634.0,20179.0,494.0,4127.0,15558.0,Q3,2023,2023-09-30
Ontario,20482.0,4591.0,15891.0,433.0,3132.0,12326.0,Q4,2023,2023-12-31
Ontario,18169.0,2591.0,15578.0,321.0,2012.0,13245.0,Q1,2024,2024-03-31
Ontario,19256.0,3721.0,15535.0,450.0,3258.0,11827.0,Q2,2024,2024-06-30
Ontario,20614.0,4740.0,15874.0,381.0,3369.0,12124.0,Q3,2024,2024-09-30
Ontario,16534.0,3966.0,12568.0,397.0,3271.0,8900.0,Q4,2024,2024-12-31
Ontario,11019.0,1666.0,9353.0,150.0,1986.0,7217.0,Q1,2025,2025-03-31
Ontario,17327.0,3403.0,13924.0,401.0,2496.0,11027.0,Q2,2025,2025-06-30
Ontario,19748.0,3328.0,16420.0,298.0,2665.0,13457.0,Q3,2025,2025-09-30
Prairie provinces,,,,,,,Q1,2010,2010-03-31
Prairie provinces,,,,,,,Q2,2010,2010-06-30
Prairie provinces,,,,,,,Q3,2010,2010-09-30
Prairie provinces,,,,,,,Q4,2010,2010-12-31
Prairie provinces,,,,,,,Q1,2011,2011-03-31
Prairie provinces,,,,,,,Q2,2011,2011-06-30
Prairie provinces,,,,,,,Q3,2011,2011-09-30
Prairie provinces,,,,,,,Q4,2011,2011-12-31
Prairie provinces,,,,,,,Q1,2012,2012-03-31
Prairie provinces,,,,,,,Q2,2012,2012-06-30
Prairie provinces,,,,,,,Q3,2012,2012-09-30
Prairie provinces,,,,,,,Q4,2012,2012-12-31
Prairie provinces,,,,,,,Q1,2013,2013-03-31
Prairie provinces,,,,,,,Q2,2013,2013-06-30
Prairie provinces,,,,,,,Q3,2013,2013-09-30
Prairie provinces,,,,,,,Q4,2013,2013-12-31
Prairie provinces,,,,,,,Q1,2014,2014-03-31
Prairie provinces,,,,,,,Q2,2014,2014-06-30
Prairie provinces,,,,,,,Q3,2014,2014-09-30
Prairie provinces,,,,,,,Q4,2014,2014-12-31
Prairie provinces,,,,,,,Q1,2015,2015-03-31
Prairie provinces,,,,,,,Q2,2015,2015-06-30
Prairie provinces,,,,,,,Q3,2015,2015-09-30
Prairie provinces,,,,,,,Q4,2015,2015-12-31
Prairie provinces,,,,,,,Q1,2016,2016-03-31
Prairie provinces,,,,,,,Q2,2016,2016-06-30
Prairie provinces,,,,,,,Q3,2016,2016-09-30
Prairie provinces,,,,,,,Q4,2016,2016-12-31
Prairie provinces,,,,,,,Q1,2017,2017-03-31
Prairie provinces,,,,,,,Q2,2017,2017-06-30
Prairie provinces,,,,,,,Q3,2017,2017-09-30
Prairie provinces,,,,,,,Q4,2017,2017-12-31
Prairie provinces,,,,,,,Q1,2018,2018-03-31
Prairie provinces,,,,,,,Q2,2018,2018-06-30
Prairie provinces,,,,,,,Q3,2018,2018-09-30
Prairie provinces,,,,,,,Q4,2018,2018-12-31
Prairie provinces,,,,,,,Q1,2019,2019-03-31
Prairie provinces,,,,,,,Q2,2019,2019-06-30
Prairie provinces,,,,,,,Q3,2019,2019-09-30
Prairie provinces,,,,,,,Q4,2019,2019-12-31
Prairie provinces,,,,,,,Q1,2020,2020-03-31
Prairie provinces,,,,,,,Q2,2020,2020-06-30
Prairie provinces,,,,,,,Q3,2020,2020-09-30
Prairie provinces,,,,,,,Q4,2020,2020-12-31
Prairie provinces,,,,,,,Q1,2021,2021-03-31
Prairie provinces,,,,,,,Q2,2021,2021-06-30
Prairie provinces,,,,,,,Q3,2021,2021-09-30
Prairie provinces,,,,,,,Q4,2021,2021-12-31
Prairie provinces,,,,,,,Q1,2022,2022-03-31
Prairie provinces,,,,,,,Q2,2022,2022-06-30
Prairie provinces,,,,,,,Q3,2022,2022-09-30
Prairie provinces,,,,,,,Q4,2022,2022-12-31
Prairie provinces,,,,,,,Q1,2023,2023-03-31
Prairie provinces,,,,,,,Q2,2023,2023-06-30
Prairie provinces,,,,,,,Q3,2023,2023-09-30
Prairie provinces,,,,,,,Q4,2023,2023-12-31
Prairie provinces,,,,,,,Q1,2024,2024-03-31
Prairie provinces,,,,,,,Q2,2024,2024-06-30
Prairie provinces,,,,,,,Q3,2024,2024-09-30
Prairie provinces,,,,,,,Q4,2024,2024-12-31
Prairie provinces,,,,,,,Q1,2025,2025-03-31
Prairie provinces,,,,,,,Q2,2025,2025-06-30
Prairie provinces,,,,,,,Q3,2025,2025-09-30
Prince Edward Island,43.0,33.0,10.0,6.0,4.0,0.0,Q1,2010,2010-03-31
Prince Edward Island,289.0,169.0,120.0,15.0,27.0,78.0,Q2,2010,2010-06-30
Prince Edward Island,216.0,115.0,101.0,32.0,9.0,60.0,Q3,2010,2010-09-30
Prince Edward Island,208.0,79.0,129.0,16.0,10.0,103.0,Q4,2010,2010-12-31
Prince Edward Island,101.0,49.0,52.0,20.0,11.0,21.0,Q1,2011,2011-03-31
Prince Edward Island,212.0,93.0,119.0,8.0,4.0,107.0,Q2,2011,2011-06-30
Prince Edward Island,324.0,134.0,190.0,24.0,26.0,140.0,Q3,2011,2011-09-30
Prince Edward Island,303.0,155.0,148.0,18.0,6.0,124.0,Q4,2011,2011-12-31
Prince Edward Island,43.0,41.0,2.0,2.0,0.0,0.0,Q1,2012,2012-03-31
Prince Edward Island,297.0,100.0,197.0,22.0,50.0,125.0,Q2,2012,2012-06-30
Prince Edward Island,350.0,145.0,205.0,36.0,32.0,137.0,Q3,2012,2012-09-30
Prince Edward Island,251.0,101.0,150.0,34.0,45.0,71.0,Q4,2012,2012-12-31
Prince Edward Island,164.0,27.0,137.0,12.0,8.0,117.0,Q1,2013,2013-03-31
Prince Edward Island,209.0,109.0,100.0,25.0,6.0,69.0,Q2,2013,2013-06-30
Prince Edward Island,145.0,95.0,50.0,18.0,8.0,24.0,Q3,2013,2013-09-30
Prince Edward Island,118.0,51.0,67.0,16.0,14.0,37.0,Q4,2013,2013-12-31
Prince Edward Island,54.0,30.0,24.0,2.0,15.0,7.0,Q1,2014,2014-03-31
Prince Edward Island,171.0,80.0,91.0,20.0,5.0,66.0,Q2,2014,2014-06-30
Prince Edward Island,120.0,89.0,31.0,16.0,10.0,5.0,Q3,2014,2014-09-30
Prince Edward Island,166.0,93.0,73.0,14.0,13.0,46.0,Q4,2014,2014-12-31
Prince Edward Island,91.0,24.0,67.0,12.0,0.0,55.0,Q1,2015,2015-03-31
Prince Edward Island,101.0,73.0,28.0,15.0,7.0,6.0,Q2,2015,2015-06-30
Prince Edward Island,201.0,131.0,70.0,10.0,15.0,45.0,Q3,2015,2015-09-30
Prince Edward Island,165.0,58.0,107.0,21.0,22.0,64.0,Q4,2015,2015-12-31
Prince Edward Island,67.0,32.0,35.0,5.0,4.0,26.0,Q1,2016,2016-03-31
Prince Edward Island,157.0,75.0,82.0,16.0,38.0,28.0,Q2,2016,2016-06-30
Prince Edward Island,245.0,132.0,113.0,11.0,45.0,57.0,Q3,2016,2016-09-30
Prince Edward Island,87.0,66.0,21.0,12.0,9.0,0.0,Q4,2016,2016-12-31
Prince Edward Island,136.0,91.0,45.0,13.0,17.0,15.0,Q1,2017,2017-03-31
Prince Edward Island,246.0,144.0,102.0,26.0,17.0,59.0,Q2,2017,2017-06-30
Prince Edward Island,292.0,172.0,120.0,31.0,37.0,52.0,Q3,2017,2017-09-30
Prince Edward Island,237.0,142.0,95.0,28.0,25.0,42.0,Q4,2017,2017-12-31
Prince Edward Island,121.0,71.0,50.0,10.0,6.0,34.0,Q1,2018,2018-03-31
Prince Edward Island,320.0,152.0,168.0,40.0,22.0,106.0,Q2,2018,2018-06-30
Prince Edward Island,257.0,179.0,78.0,18.0,16.0,44.0,Q3,2018,2018-09-30
Prince Edward Island,391.0,160.0,231.0,24.0,50.0,157.0,Q4,2018,2018-12-31
Prince Edward Island,105.0,29.0,76.0,6.0,3.0,67.0,Q1,2019,2019-03-31
Prince Edward Island,371.0,111.0,260.0,37.0,49.0,174.0,Q2,2019,2019-06-30
Prince Edward Island,571.0,124.0,447.0,58.0,54.0,335.0,Q3,2019,2019-09-30
Prince Edward Island,457.0,216.0,241.0,24.0,57.0,160.0,Q4,2019,2019-12-31
Prince Edward Island,169.0,58.0,111.0,4.0,33.0,74.0,Q1,2020,2020-03-31
Prince Edward Island,405.0,117.0,288.0,32.0,28.0,228.0,Q2,2020,2020-06-30
Prince Edward Island,384.0,167.0,217.0,36.0,23.0,158.0,Q3,2020,2020-09-30
Prince Edward Island,282.0,156.0,126.0,49.0,50.0,27.0,Q4,2020,2020-12-31
Prince Edward Island,143.0,94.0,49.0,24.0,25.0,0.0,Q1,2021,2021-03-31
Prince Edward Island,410.0,225.0,185.0,85.0,61.0,39.0,Q2,2021,2021-06-30
Prince Edward Island,357.0,213.0,144.0,65.0,45.0,34.0,Q3,2021,2021-09-30
Prince Edward Island,350.0,169.0,181.0,43.0,65.0,73.0,Q4,2021,2021-12-31
Prince Edward Island,184.0,65.0,119.0,28.0,39.0,52.0,Q1,2022,2022-03-31
Prince Edward Island,432.0,158.0,274.0,78.0,79.0,117.0,Q2,2022,2022-06-30
Prince Edward Island,291.0,192.0,99.0,22.0,15.0,62.0,Q3,2022,2022-09-30
Prince Edward Island,411.0,176.0,235.0,69.0,61.0,105.0,Q4,2022,2022-12-31
Prince Edward Island,123.0,71.0,52.0,24.0,22.0,6.0,Q1,2023,2023-03-31
Prince Edward Island,321.0,101.0,220.0,46.0,5.0,169.0,Q2,2023,2023-06-30
Prince Edward Island,442.0,132.0,310.0,36.0,57.0,217.0,Q3,2023,2023-09-30
Prince Edward Island,253.0,142.0,111.0,36.0,14.0,61.0,Q4,2023,2023-12-31
Prince Edward Island,394.0,59.0,335.0,29.0,19.0,287.0,Q1,2024,2024-03-31
Prince Edward Island,317.0,86.0,231.0,58.0,23.0,150.0,Q2,2024,2024-06-30
Prince Edward Island,626.0,223.0,403.0,60.0,49.0,294.0,Q3,2024,2024-09-30
Prince Edward Island,357.0,150.0,207.0,16.0,46.0,145.0,Q4,2024,2024-12-31
Prince Edward Island,423.0,97.0,326.0,14.0,23.0,289.0,Q1,2025,2025-03-31
Prince Edward Island,328.0,125.0,203.0,18.0,12.0,173.0,Q2,2025,2025-06-30
Prince Edward Island,700.0,186.0,514.0,58.0,22.0,434.0,Q3,2025,2025-09-30
Quebec,9045.0,2863.0,6182.0,838.0,413.0,4931.0,Q1,2010,2010-03-31
Quebec,15922.0,6765.0,9157.0,1655.0,694.0,6808.0,Q2,2010,2010-06-30
Quebec,13423.0,5639.0,7784.0,832.0,389.0,6563.0,Q3,2010,2010-09-30
Quebec,12973.0,4282.0,8691.0,1034.0,533.0,7124.0,Q4,2010,2010-12-31
Quebec,8081.0,2364.0,5717.0,629.0,433.0,4655.0,Q1,2011,2011-03-31
Quebec,14150.0,5540.0,8610.0,1381.0,589.0,6640.0,Q2,2011,2011-06-30
Quebec,13051.0,4586.0,8465.0,910.0,419.0,7136.0,Q3,2011,2011-09-30
Quebec,13105.0,4064.0,9041.0,1082.0,414.0,7545.0,Q4,2011,2011-12-31
Quebec,6951.0,2185.0,4766.0,571.0,404.0,3791.0,Q1,2012,2012-03-31
Quebec,15102.0,5375.0,9727.0,1395.0,542.0,7790.0,Q2,2012,2012-06-30
Quebec,13113.0,4761.0,8352.0,883.0,445.0,7024.0,Q3,2012,2012-09-30
Quebec,12201.0,3738.0,8463.0,1017.0,513.0,6933.0,Q4,2012,2012-12-31
Quebec,5784.0,1696.0,4088.0,400.0,206.0,3482.0,Q1,2013,2013-03-31
Quebec,11421.0,4608.0,6813.0,1104.0,354.0,5355.0,Q2,2013,2013-06-30
Quebec,9892.0,3730.0,6162.0,681.0,163.0,5318.0,Q3,2013,2013-09-30
Quebec,10661.0,3110.0,7551.0,650.0,398.0,6503.0,Q4,2013,2013-12-31
Quebec,6420.0,1397.0,5023.0,575.0,206.0,4242.0,Q1,2014,2014-03-31
